Order Date,Region,Category,Sales,Profit
26-04-2014,West,Office Supplies,8.896,0.6672
19-10-2012,West,Office Supplies,1640.7,459.396
19-10-2012,West,Technology,270,97.2
5/7/2011,South,Furniture,19.52,5.368
5/7/2011,South,Office Supplies,9.81,-6.867
5/7/2011,South,Furniture,213.216,15.9912
5/4/2013,East,Office Supplies,588.784,183.995
14-11-2014,South,Office Supplies,2.064,0.1548
10/9/2014,West,Office Supplies,6.368,2.388
17-04-2012,East,Technology,99.6,36.852
17-04-2012,East,Office Supplies,62.296,21.0249
17-04-2012,East,Office Supplies,10.71,2.7846
26-07-2013,Central,Office Supplies,20.936,7.0659
27-08-2013,East,Technology,33,8.25
27-08-2013,East,Technology,249.95,87.4825
12/9/2011,Central,Office Supplies,357.93,7.1586
12/9/2011,Central,Technology,57.4,10.906
12/9/2011,Central,Office Supplies,331.96,149.382
12/9/2011,Central,Furniture,40.56,12.9792
23-07-2013,West,Office Supplies,86.2,24.998
20-05-2014,Central,Office Supplies,38.016,13.7808
29-04-2014,East,Office Supplies,8.384,0.7336
29-04-2014,East,Office Supplies,6.848,0.7704
30-12-2014,West,Office Supplies,19.6,9.604
30-12-2014,West,Furniture,68.46,20.538
5/9/2014,West,Office Supplies,13.344,4.3368
5/9/2014,West,Furniture,1478.272,92.392
21-03-2011,South,Office Supplies,16.272,-3.8646
29-09-2014,West,Furniture,9.24,4.4352
20-01-2011,West,Office Supplies,32.34,-23.716
20-01-2011,West,Office Supplies,56.064,19.6224
20-01-2011,West,Office Supplies,108.72,36.693
20-01-2011,West,Furniture,181.47,-320.597
15-02-2011,Central,Office Supplies,16.176,6.066
10/6/2013,West,Furniture,122.352,13.7646
26-09-2011,West,Furniture,585.552,73.194
26-09-2011,West,Office Supplies,19.44,9.3312
31-05-2013,East,Office Supplies,123.92,9.294
20-12-2014,West,Furniture,13.36,4.008
20-12-2014,West,Office Supplies,78.256,-17.6076
20-12-2014,West,Furniture,102.018,-183.6324
27-12-2014,Central,Office Supplies,750.68,37.534
16-06-2014,Central,Office Supplies,44.4,22.2
16-06-2014,Central,Office Supplies,84.55,22.8285
16-06-2014,Central,Office Supplies,17.94,8.7906
21-11-2013,East,Office Supplies,128.4,62.916
31-03-2011,South,Office Supplies,1.869,-1.3083
9/10/2014,West,Technology,103.192,11.6091
9/10/2014,West,Technology,36,6.48
9/10/2014,West,Technology,239.96,115.1808
9/10/2014,West,Office Supplies,40.68,0.4068
31-01-2014,South,Furniture,419.136,-68.1096
12/12/2011,South,Office Supplies,23.472,7.6284
24-10-2012,Central,Office Supplies,3.592,-6.286
2/4/2014,South,Technology,23.976,-5.6943
2/4/2014,South,Office Supplies,6.264,2.0358
2/4/2014,South,Office Supplies,20.808,1.8207
2/4/2014,South,Furniture,218.352,-19.1058
27-01-2014,Central,Office Supplies,18.16,1.816
28-11-2011,West,Office Supplies,7.36,0.1472
28-11-2011,West,Office Supplies,41.4,19.872
28-11-2011,West,Furniture,411.332,-4.8392
4/9/2012,East,Office Supplies,7.656,-6.1248
13-06-2014,East,Technology,63.92,19.176
16-07-2014,East,Office Supplies,6.56,1.9024
16-07-2014,East,Office Supplies,7.83,3.6018
16-07-2014,East,Technology,41.9,8.799
16-07-2014,East,Furniture,664.146,88.5528
16-07-2014,East,Office Supplies,8.96,4.3904
3/11/2014,East,Furniture,3.312,0.6624
3/11/2014,East,Office Supplies,20.136,1.2585
3/11/2014,East,Office Supplies,8.856,2.8782
3/11/2014,East,Technology,859.2,-186.16
9/10/2013,West,Office Supplies,61.96,27.882
9/4/2013,South,Office Supplies,17.92,8.6016
8/10/2012,West,Furniture,145.9,62.737
16-05-2014,Central,Office Supplies,56.704,19.1376
16-05-2014,Central,Technology,11.12,3.475
25-02-2011,West,Office Supplies,32.896,11.1024
25-02-2011,West,Office Supplies,22.776,7.6869
30-05-2012,East,Technology,239.97,2.3997
30-05-2012,East,Office Supplies,160.32,44.8896
30-05-2012,East,Technology,128.85,3.8655
19-11-2013,South,Technology,1319.96,527.984
5/12/2014,East,Furniture,239.96,-10.284
5/12/2014,East,Furniture,54.768,6.846
5/12/2014,East,Office Supplies,13.392,3.1806
5/12/2014,East,Office Supplies,23.92,8.671
5/12/2014,East,Technology,255.968,-28.7964
6/6/2013,West,Office Supplies,21.552,7.0044
6/6/2013,West,Office Supplies,58.24,15.7248
11/12/2013,West,Office Supplies,80.28,36.9288
1/5/2014,West,Office Supplies,9.78,4.0098
25-04-2014,West,Office Supplies,1.81,0.6516
8/5/2012,East,Office Supplies,37.94,18.2112
31-03-2012,South,Technology,79.96,27.986
7/8/2014,Central,Office Supplies,115.296,40.3536
3/12/2014,Central,Technology,2479.96,743.988
7/6/2013,South,Technology,179.94,75.5748
7/6/2013,South,Technology,26.85,5.1015
7/6/2013,South,Technology,323.37,129.348
7/6/2013,South,Office Supplies,59.94,28.1718
7/6/2013,South,Office Supplies,64.14,30.7872
7/6/2013,South,Office Supplies,11.67,5.6016
7/6/2013,South,Office Supplies,12.96,6.2208
13-04-2012,Central,Office Supplies,17.43,8.0178
23-05-2014,Central,Furniture,181.986,-54.5958
23-05-2014,Central,Office Supplies,1.592,-2.6268
23-05-2014,Central,Office Supplies,22.344,2.5137
20-12-2013,West,Furniture,455.97,-218.8656
20-12-2013,West,Office Supplies,10.44,-7.656
20-12-2013,West,Office Supplies,5.214,-4.1712
23-09-2014,East,Office Supplies,67.4,17.524
8/9/2014,West,Furniture,25.16,10.5672
8/9/2014,West,Technology,126.56,47.46
28-11-2011,West,Office Supplies,43.68,11.7936
28-11-2011,West,Technology,139.93,34.9825
12/11/2011,Central,Office Supplies,2.672,0.334
12/11/2011,Central,Office Supplies,16.656,-3.123
12/11/2011,Central,Technology,79.512,20.8719
12/11/2011,Central,Office Supplies,36.288,12.7008
12/11/2011,Central,Furniture,67.9932,-12.9987
3/10/2014,South,Furniture,10.16,3.4544
14-12-2012,South,Furniture,6.16,1.9712
14-12-2012,South,Office Supplies,56.3,15.764
6/12/2012,West,Office Supplies,6.48,3.1104
6/12/2012,West,Office Supplies,1325.85,238.653
6/12/2012,West,Office Supplies,14.94,6.8724
1/4/2014,South,Office Supplies,34.54,17.27
1/4/2014,South,Technology,2999.95,1439.976
1/4/2014,South,Office Supplies,64.12,30.7776
14-03-2014,Central,Office Supplies,19.456,2.1888
14-03-2014,Central,Technology,209.986,8.9994
14-03-2014,Central,Office Supplies,29.76,1.86
14-03-2014,Central,Furniture,89.768,-2.5648
14-03-2014,Central,Technology,959.984,335.9944
14-03-2014,Central,Office Supplies,15.552,5.6376
14-03-2014,Central,Technology,34.36,-7.3015
5/12/2011,East,Office Supplies,98.376,35.6613
5/12/2011,East,Office Supplies,29.94,-23.952
5/12/2011,East,Office Supplies,17.472,5.6784
5/12/2011,East,Technology,36.738,-9.1845
5/12/2011,East,Technology,179.94,-44.985
13-12-2013,West,Furniture,383.64,122.7648
13-12-2013,West,Office Supplies,56.52,15.8256
10/9/2014,West,Office Supplies,6.56,1.9024
10/9/2014,West,Furniture,243.92,-15.245
10/9/2014,West,Office Supplies,47.52,22.8096
5/10/2014,East,Furniture,19.98,8.5914
10/5/2013,East,Office Supplies,8,3.44
15-12-2011,West,Furniture,6.16,1.9712
1/12/2014,East,Office Supplies,83.56,1.6712
1/12/2014,East,Technology,546.06,163.818
1/12/2014,East,Office Supplies,269.49,5.3898
19-03-2012,West,Office Supplies,10.9,3.597
19-07-2011,West,Office Supplies,6.096,2.2098
9/12/2013,West,Office Supplies,34.05,9.534
9/12/2013,West,Office Supplies,352.38,81.0474
13-10-2011,East,Furniture,245.98,27.0578
13-10-2011,East,Office Supplies,18.94,9.47
20-11-2014,East,Office Supplies,59.913,-45.9333
25-09-2014,East,Technology,391.98,109.7544
25-09-2014,East,Technology,437.85,131.355
25-09-2012,East,Office Supplies,68.62,32.2514
14-02-2014,East,Office Supplies,25.02,6.5052
14-02-2014,East,Office Supplies,10.71,2.7846
3/10/2011,East,Office Supplies,55.984,4.1988
3/10/2011,East,Office Supplies,14.48,4.887
3/10/2011,East,Technology,142.488,-3.5622
28-08-2013,Central,Office Supplies,14.16,1.062
28-08-2013,Central,Office Supplies,79.92,27.972
3/12/2012,East,Office Supplies,590.352,206.6232
21-09-2013,South,Furniture,17.088,1.068
21-09-2013,South,Furniture,98.392,-11.0691
26-03-2014,East,Office Supplies,11.05,2.9835
6/12/2012,West,Office Supplies,7.78,2.0228
1/9/2014,South,Technology,659.9,217.767
5/10/2012,East,Technology,53.04,-4.641
19-08-2014,West,Technology,843.9,371.316
19-08-2014,West,Technology,1496.16,224.424
2/2/2013,East,Office Supplies,117.96,5.898
24-08-2013,East,Office Supplies,21.3,8.733
24-08-2013,East,Office Supplies,1040.8,281.016
24-08-2013,East,Office Supplies,29.34,7.9218
1/7/2014,South,Furniture,19.52,5.368
18-09-2012,West,Office Supplies,443.92,8.8784
26-09-2013,Central,Technology,499.95,174.9825
26-09-2013,Central,Office Supplies,3.04,1.0336
26-09-2013,Central,Furniture,201.96,50.49
26-09-2013,Central,Furniture,68.64,17.16
25-10-2013,West,Technology,100,21
25-10-2013,West,Technology,359.98,21.5988
29-09-2011,West,Furniture,6.16,2.9568
29-09-2011,West,Furniture,2348.82,399.2994
27-06-2014,South,Office Supplies,13.872,4.6818
27-06-2014,South,Furniture,273.552,-13.6776
22-08-2013,East,Furniture,815.292,-339.705
12/2/2011,South,Technology,234.45,103.158
12/2/2011,South,Furniture,1256.22,75.3732
12/2/2011,South,Office Supplies,17.46,8.2062
24-09-2013,East,Office Supplies,10.528,3.6848
5/12/2012,Central,Office Supplies,152.8,76.4
4/9/2014,West,Office Supplies,82.56,28.896
4/9/2014,West,Technology,284.97,85.491
27-03-2014,Central,Furniture,60.84,23.1192
21-12-2011,West,Furniture,1325.76,149.148
21-12-2011,West,Furniture,572.16,35.76
23-09-2011,East,Office Supplies,28.8,10.08
3/4/2014,East,Office Supplies,11.12,2.8912
2/4/2013,South,Furniture,7.04,3.0976
15-05-2012,South,Office Supplies,17.94,8.7906
24-03-2014,West,Office Supplies,34.76,11.297
15-04-2014,East,Furniture,74.45,20.1015
4/1/2012,South,Furniture,192.22,69.1992
3/11/2014,West,Office Supplies,19.44,9.3312
18-07-2014,West,Office Supplies,32.4,15.552
18-07-2014,West,Office Supplies,57.9,28.95
18-07-2014,West,Office Supplies,10.56,0
18-07-2014,West,Furniture,1194.165,210.735
7/10/2014,East,Office Supplies,40.99,20.0851
4/11/2011,West,Office Supplies,2.94,0.7938
19-12-2013,West,Office Supplies,45.24,-30.16
19-12-2013,West,Office Supplies,18.688,2.336
19-12-2013,West,Office Supplies,11.648,3.7856
19-12-2013,West,Technology,112.776,-8.4582
19-12-2013,West,Furniture,377.45,-264.215
19-12-2013,West,Office Supplies,15.936,5.1792
19-12-2013,West,Technology,28.68,-7.17
25-09-2013,West,Furniture,21.44,7.504
25-09-2013,West,Office Supplies,511.056,-95.823
22-07-2013,East,Office Supplies,18.656,1.3992
22-07-2013,East,Office Supplies,11.088,-8.1312
22-07-2013,East,Office Supplies,66.688,4.168
22-07-2013,East,Office Supplies,99.488,8.7052
12/6/2013,West,Office Supplies,14.62,6.8714
12/6/2013,West,Office Supplies,53.984,17.5448
12/6/2013,West,Technology,389.97,132.5898
9/6/2012,West,Furniture,355.36,92.3936
9/6/2012,West,Technology,140.376,8.7735
28-10-2014,Central,Office Supplies,15.84,5.544
28-10-2014,Central,Office Supplies,8.448,2.64
22-01-2013,West,Office Supplies,12.96,6.2208
28-05-2011,West,Technology,57.408,5.7408
28-05-2011,West,Technology,27.6,2.208
29-12-2011,Central,Furniture,38.976,-50.6688
29-07-2013,Central,Office Supplies,20.44,9.198
29-07-2013,Central,Office Supplies,109.92,53.8608
25-09-2013,Central,Office Supplies,6.38,2.9348
25-09-2013,Central,Office Supplies,6.48,3.1104
2/4/2011,South,Office Supplies,15.84,7.128
2/4/2011,South,Technology,1049.93,293.9804
2/4/2011,South,Office Supplies,154.9,40.274
5/11/2012,West,Office Supplies,98.352,35.6526
28-07-2011,South,Office Supplies,14.32,5.191
28-07-2011,South,Furniture,129.888,12.9888
28-07-2011,South,Office Supplies,48.944,16.5186
26-12-2012,Central,Furniture,275.058,-90.3762
10/12/2012,East,Office Supplies,27.36,9.3024
10/12/2012,East,Office Supplies,44.75,20.585
10/12/2012,East,Technology,134.99,36.4473
10/12/2012,East,Office Supplies,26.4,12.672
10/12/2012,East,Furniture,542.94,141.1644
6/5/2013,West,Furniture,71.088,-1.7772
15-10-2014,Central,Office Supplies,27.396,-42.4638
15-10-2014,Central,Office Supplies,13.456,-23.548
6/11/2013,Central,Office Supplies,11.84,4.44
4/11/2014,West,Office Supplies,35.88,17.5812
25-11-2013,East,Office Supplies,40.752,15.282
25-11-2013,East,Technology,139.96,-22.7435
14-12-2011,East,Office Supplies,2.624,0.2952
14-12-2011,East,Furniture,136.53,-52.3365
14-12-2011,East,Technology,263.96,42.8935
3/11/2011,East,Office Supplies,11.64,3.3756
23-09-2014,East,Office Supplies,40.176,14.5638
8/5/2012,East,Furniture,79.44,30.1872
8/5/2012,East,Office Supplies,357.93,7.1586
8/5/2012,East,Furniture,127.764,21.294
8/5/2012,East,Technology,2799.944,1014.9797
8/5/2012,East,Office Supplies,19.44,9.3312
1/8/2014,Central,Technology,36.792,4.1391
1/3/2011,East,Technology,5.94,1.6038
26-09-2014,South,Office Supplies,177.55,47.9385
9/10/2012,Central,Technology,619.95,111.591
9/10/2012,Central,Technology,29.16,8.4564
9/10/2012,Central,Office Supplies,57.96,27.2412
9/10/2012,Central,Office Supplies,29.403,5.2272
30-03-2014,Central,Office Supplies,81.4,21.164
14-11-2012,West,Office Supplies,8.72,2.289
14-11-2012,West,Technology,91.176,4.5588
14-11-2012,West,Technology,159.968,29.994
27-09-2013,West,Office Supplies,12.96,6.2208
22-09-2011,Central,Office Supplies,331.536,-82.884
25-09-2012,East,Technology,899.91,395.9604
4/5/2012,Central,Technology,946.344,118.293
9/12/2014,Central,Technology,178.11,32.0598
9/12/2014,Central,Office Supplies,1089.75,305.13
9/12/2014,Central,Office Supplies,61.06,28.0876
9/12/2014,Central,Furniture,459.92,41.3928
9/12/2014,Central,Office Supplies,27.52,12.6592
30-06-2014,East,Furniture,638.82,185.2578
30-06-2014,East,Office Supplies,30.69,7.9794
30-06-2014,East,Furniture,25.16,8.5544
29-06-2011,East,Office Supplies,13.92,4.872
21-01-2011,West,Office Supplies,19.36,9.2928
21-01-2011,West,Furniture,19.3,5.79
1/1/2014,West,Office Supplies,38.376,13.4316
29-03-2014,West,Office Supplies,12.96,6.3504
29-03-2014,West,Furniture,26.48,10.0624
29-03-2014,West,Technology,532.72,53.272
29-03-2014,West,Office Supplies,26.72,12.8256
29-03-2014,West,Office Supplies,20.04,9.6192
29-03-2014,West,Office Supplies,795.48,7.9548
29-03-2014,West,Furniture,21.56,6.8992
9/12/2013,South,Technology,249.584,31.198
9/12/2013,South,Technology,68.112,17.8794
9/12/2013,South,Technology,16.56,-2.484
19-11-2014,East,Technology,74.95,36.7255
30-05-2011,Central,Furniture,355.455,-184.8366
22-01-2013,West,Office Supplies,44.4,22.2
22-01-2013,West,Office Supplies,20.65,9.499
3/2/2013,South,Furniture,866.4,225.264
29-03-2012,South,Office Supplies,5.56,1.4456
14-10-2011,Central,Office Supplies,3.16,-8.532
14-10-2011,Central,Technology,1999.96,624.9875
11/8/2012,South,Furniture,46.152,12.1149
22-11-2012,South,Technology,32.985,-1.9791
31-12-2013,West,Office Supplies,481.32,125.1432
31-12-2013,West,Office Supplies,6.384,2.1546
13-08-2014,West,Office Supplies,542.94,152.0232
13-08-2014,West,Furniture,54.92,19.7712
3/11/2012,East,Furniture,1448.82,209.274
10/9/2012,West,Office Supplies,353.88,17.694
8/11/2011,West,Technology,333.576,25.0182
9/10/2013,Central,Office Supplies,60.144,20.2986
9/9/2014,Central,Technology,85.2,20.235
25-02-2012,East,Office Supplies,3.15,1.512
25-02-2012,East,Office Supplies,22.72,10.224
24-09-2012,West,Furniture,14.91,4.6221
24-09-2012,West,Office Supplies,1158.12,335.8548
26-11-2012,Central,Technology,599.99,233.9961
1/9/2013,Central,Office Supplies,23.968,2.3968
13-04-2013,West,Furniture,638.288,-31.9144
13-04-2013,West,Office Supplies,13.208,4.6228
5/12/2013,East,Office Supplies,15.528,5.823
5/12/2013,West,Office Supplies,104.85,50.328
11/11/2011,West,Office Supplies,30.48,7.9248
11/11/2011,West,Furniture,112.648,11.2648
2/4/2012,West,Technology,71.976,24.2919
12/12/2012,West,Office Supplies,2.21,0.5967
12/12/2012,West,Office Supplies,15.52,7.4496
12/12/2012,West,Office Supplies,36.44,16.398
3/10/2014,West,Furniture,217.764,-384.7164
3/10/2014,West,Office Supplies,39.072,4.3956
3/10/2014,West,Office Supplies,22.638,-16.6012
3/10/2014,West,Office Supplies,95.144,10.7037
11/4/2014,South,Furniture,12.32,1.848
11/4/2014,South,Office Supplies,4.419,-3.0933
30-09-2014,West,Office Supplies,35,16.8
30-09-2014,West,Furniture,72.784,0
30-09-2014,West,Office Supplies,97.84,25.4384
30-09-2014,West,Furniture,51.75,15.525
30-09-2014,West,Office Supplies,46.672,16.3352
29-09-2011,East,Office Supplies,1395.54,362.8404
29-09-2011,East,Furniture,117.36,36.3816
29-09-2011,East,Office Supplies,18.9,8.694
29-09-2011,East,Office Supplies,77.52,37.9848
20-08-2011,Central,Furniture,421.372,-6.0196
11/7/2011,Central,Technology,575.968,43.1976
11/7/2011,Central,Office Supplies,10.368,3.6288
22-03-2012,West,Technology,15.984,1.1988
13-05-2014,East,Office Supplies,10.272,1.1556
14-11-2014,Central,Office Supplies,61.792,6.1792
14-11-2014,Central,Furniture,205.9992,-27.2646
5/9/2013,South,Office Supplies,12.192,4.1148
5/9/2013,South,Office Supplies,87.168,8.7168
5/9/2013,South,Office Supplies,31.744,8.3328
6/2/2013,South,Furniture,132.224,-18.1808
22-03-2012,West,Office Supplies,105.52,48.5392
22-03-2012,West,Furniture,91.96,15.6332
22-03-2012,West,Technology,1487.976,185.997
2/7/2012,East,Office Supplies,19.44,9.3312
15-06-2012,South,Technology,11.672,-0.7295
26-11-2011,East,Technology,279.96,78.3888
26-11-2011,East,Office Supplies,12.912,4.6806
26-11-2011,East,Office Supplies,17.088,5.7672
26-11-2011,East,Office Supplies,93.15,44.712
26-11-2011,East,Office Supplies,11.52,5.6448
13-05-2014,West,Office Supplies,238.62,4.7724
13-05-2014,West,Office Supplies,7.77,2.0979
13-05-2014,West,Furniture,285.48,-10.7055
13-05-2014,West,Office Supplies,19.168,6.4692
2/5/2011,East,Office Supplies,26.136,1.9602
4/9/2014,East,Office Supplies,419.4,201.312
4/9/2014,East,Furniture,90.801,14.1246
4/9/2014,East,Furniture,181.764,-8.0784
4/9/2014,East,Office Supplies,5.56,2.224
4/12/2013,Central,Furniture,581.96,104.7528
4/12/2013,Central,Furniture,29.98,8.0946
18-07-2012,West,Technology,519.96,176.7864
22-07-2013,South,Office Supplies,6.264,2.0358
22-07-2013,South,Furniture,363.92,0
9/6/2012,South,Office Supplies,64.2,-42.8
9/6/2012,South,Office Supplies,38.52,-26.964
9/6/2012,South,Technology,72.6,-8.1675
28-11-2014,West,Technology,57.568,5.7568
27-03-2012,West,Office Supplies,83.7,3.348
22-09-2012,South,Office Supplies,32.4,15.552
22-09-2012,South,Furniture,47.98,11.0354
17-11-2012,West,Technology,415.968,51.996
17-11-2012,West,Office Supplies,304.9,6.098
17-11-2012,West,Furniture,80.96,29.1456
17-11-2012,West,Office Supplies,777.21,54.4047
17-11-2012,West,Office Supplies,32.4,15.552
17-11-2012,West,Furniture,225.568,2.8196
17-11-2012,West,Furniture,36.6,15.372
10/11/2012,Central,Office Supplies,715.64,178.91
10/11/2012,Central,Office Supplies,795.51,143.1918
10/11/2012,Central,Technology,549.99,274.995
10/11/2012,Central,Office Supplies,74.76,34.3896
10/11/2012,Central,Furniture,29.22,12.8568
10/9/2011,South,Office Supplies,9.64,4.7236
5/8/2012,Central,Office Supplies,33.488,-1.2558
5/8/2012,Central,Office Supplies,23.04,-4.896
5/8/2012,Central,Office Supplies,1.362,-2.1792
5/8/2012,Central,Furniture,14.76,-11.439
4/9/2014,West,Furniture,239.666,14.098
1/11/2012,South,Furniture,301.96,45.294
29-04-2012,East,Office Supplies,7.968,2.8884
2/5/2013,South,Office Supplies,109.92,53.8608
2/5/2013,South,Office Supplies,19.44,9.3312
2/5/2013,South,Office Supplies,11.16,4.3524
5/8/2011,East,Office Supplies,79.47,22.2516
5/8/2011,East,Office Supplies,4.56,2.0064
5/8/2011,East,Furniture,1133.35,294.671
4/1/2013,East,Office Supplies,4.672,0.584
4/1/2013,East,Office Supplies,104.58,-80.178
8/11/2013,West,Furniture,1603.136,100.196
15-06-2013,West,Furniture,1293.488,80.843
25-09-2013,Central,Furniture,127.95,21.7515
31-03-2014,South,Office Supplies,59.76,16.7328
5/6/2014,South,Office Supplies,108.08,54.04
5/6/2014,South,Office Supplies,9.54,4.3884
7/4/2012,East,Office Supplies,11.736,1.0269
21-05-2011,East,Office Supplies,447.86,219.4514
21-05-2011,East,Office Supplies,17.94,8.7906
21-05-2011,East,Office Supplies,245.88,68.8464
6/9/2013,East,Office Supplies,192.16,92.2368
19-09-2013,West,Furniture,801.568,50.098
19-09-2013,West,Office Supplies,368.91,180.7659
19-09-2013,West,Furniture,885.528,-99.6219
14-03-2013,West,Furniture,28.28,7.3528
14-03-2013,West,Office Supplies,4912.59,196.5036
16-10-2011,West,Office Supplies,14.352,5.0232
16-10-2011,West,Technology,179.97,86.3856
9/10/2014,East,Office Supplies,42.76,11.1176
7/5/2012,South,Office Supplies,45.68,21.0128
15-04-2013,East,Office Supplies,25.06,11.7782
22-11-2013,Central,Office Supplies,38.432,13.4512
22-11-2013,Central,Office Supplies,21.568,1.6176
22-11-2013,Central,Technology,81.576,2.0394
11/9/2014,South,Office Supplies,2.78,1.3622
10/9/2014,West,Office Supplies,99.87,23.9688
1/11/2011,West,Office Supplies,44.4,22.2
1/11/2011,West,Office Supplies,21.4,9.63
4/4/2013,Central,Furniture,71.12,22.0472
4/4/2013,Central,Technology,259.96,124.7808
13-01-2014,West,Office Supplies,9.78,4.89
20-11-2012,West,Office Supplies,24.192,7.56
28-11-2013,East,Furniture,31.56,10.4148
7/11/2014,West,Office Supplies,59.94,28.1718
7/11/2014,West,Office Supplies,45.36,22.2264
7/11/2014,West,Office Supplies,26.4,12.672
7/11/2014,West,Office Supplies,41.4,19.872
7/11/2014,West,Technology,16.95,1.017
3/12/2013,West,Office Supplies,24.704,9.264
3/12/2013,West,Office Supplies,59.7,26.865
3/12/2013,West,Furniture,14.52,5.6628
3/12/2013,West,Office Supplies,104.184,33.8598
18-12-2013,West,Office Supplies,46.53,13.0284
24-08-2011,South,Office Supplies,25.5,6.63
17-09-2012,East,Office Supplies,14.9,1.043
17-09-2012,East,Office Supplies,87.71,41.2237
17-09-2012,East,Furniture,199.764,8.8784
17-09-2012,East,Office Supplies,94.6,27.434
17-09-2012,East,Furniture,4228.704,158.5764
17-09-2012,East,Furniture,2003.92,-25.049
17-09-2012,East,Technology,209.97,58.7916
17-09-2012,East,Technology,659.9,217.767
17-09-2012,East,Office Supplies,110.96,53.2608
17-09-2012,East,Technology,67.8,1.356
27-11-2013,East,Furniture,313.176,-120.0508
20-11-2014,South,Office Supplies,22.96,6.6584
4/6/2014,West,Technology,1099.5,362.835
8/4/2011,South,Furniture,1215.92,316.1392
11/10/2011,South,Office Supplies,7.31,3.4357
11/10/2011,South,Furniture,8.92,3.9248
8/7/2014,East,Furniture,87.21,-45.3492
8/7/2014,East,Office Supplies,15.552,5.4432
8/7/2014,East,Technology,683.988,-113.998
8/7/2014,East,Office Supplies,13.392,1.0044
8/7/2014,East,Technology,16.776,4.8231
8/7/2014,East,Technology,527.92,85.787
5/7/2013,West,Furniture,25.4,8.636
5/7/2013,West,Technology,177.48,19.9665
5/7/2013,West,Technology,71.976,8.997
20-05-2014,Central,Technology,95.992,9.5992
20-05-2014,Central,Office Supplies,13.216,4.2952
13-10-2014,West,Technology,435.84,130.752
13-10-2014,West,Office Supplies,5.88,1.5876
7/8/2013,West,Technology,211.168,18.4772
25-08-2011,West,Furniture,6.28,2.6376
25-08-2011,West,Technology,95.1,30.432
25-08-2011,West,Office Supplies,25.92,12.4416
25-08-2011,West,Office Supplies,48.84,13.1868
14-09-2012,Central,Office Supplies,25.9,12.691
6/3/2014,South,Office Supplies,42.68,19.6328
6/3/2014,South,Technology,299.97,125.9874
6/3/2014,South,Office Supplies,262.24,78.672
6/3/2014,South,Office Supplies,234.36,112.4928
16-04-2014,Central,Office Supplies,20.736,7.2576
30-03-2011,East,Office Supplies,10.5,2.94
11/11/2011,East,Furniture,23.968,7.7896
11/11/2011,East,Furniture,521.96,-250.5408
13-03-2013,West,Office Supplies,676.55,6.7655
13-03-2013,West,Office Supplies,154.9,40.274
13-03-2013,West,Office Supplies,30.56,14.9744
13-03-2013,West,Furniture,770.352,77.0352
10/2/2014,West,Furniture,21.12,6.5472
11/11/2011,West,Technology,575.928,57.5928
11/11/2011,West,Office Supplies,7.78,2.0228
11/11/2011,West,Office Supplies,123.92,55.764
21-08-2014,West,Office Supplies,17.22,5.166
21-08-2014,West,Office Supplies,226.56,63.4368
21-08-2014,West,Technology,107.88,10.788
15-01-2013,East,Office Supplies,81.98,40.1702
20-07-2011,West,Office Supplies,104.85,50.328
20-07-2011,West,Office Supplies,8.704,3.1552
20-07-2011,West,Office Supplies,19.92,9.7608
20-07-2011,West,Furniture,43.02,15.4872
7/2/2014,East,Furniture,240.784,30.098
25-12-2012,East,Office Supplies,414.96,124.488
9/10/2013,South,Office Supplies,387.72,-67.851
14-07-2014,Central,Office Supplies,360.38,93.6988
14-07-2014,Central,Office Supplies,13.56,6.2376
25-04-2014,West,Technology,552,34.5
7/9/2011,Central,Furniture,429.9,111.774
7/9/2011,Central,Office Supplies,32.06,15.3888
7/9/2011,Central,Furniture,161.96,45.3488
7/9/2011,Central,Office Supplies,19.86,5.7594
22-11-2013,East,Office Supplies,12.96,6.3504
17-09-2014,East,Office Supplies,20.544,6.42
20-07-2013,South,Furniture,185.58,76.0878
20-07-2013,South,Office Supplies,77.56,35.6776
20-07-2013,South,Office Supplies,87.92,0.8792
20-07-2013,South,Office Supplies,245.94,120.5106
20-07-2013,South,Office Supplies,8.6,4.042
20-07-2013,South,Furniture,504.9,126.225
16-09-2014,West,Office Supplies,2357.488,884.058
16-09-2014,West,Technology,369.544,32.3351
16-09-2014,West,Furniture,184.752,-20.7846
12/12/2013,East,Office Supplies,64.96,-4.06
12/12/2013,East,Office Supplies,13.52,1.69
12/12/2013,East,Furniture,458.43,-137.529
12/12/2013,East,Office Supplies,387.136,24.196
12/12/2013,East,Furniture,328.59,-147.8655
10/12/2011,West,Furniture,338.352,4.2294
10/12/2011,West,Office Supplies,25.92,12.4416
10/12/2011,West,Office Supplies,91.36,42.0256
13-12-2011,West,Furniture,87.96,7.6965
13-12-2011,West,Office Supplies,5.214,-4.1712
22-09-2014,South,Office Supplies,12.294,-8.6058
8/9/2014,West,Furniture,19.76,8.2992
2/11/2012,East,Furniture,109.764,8.5372
12/12/2014,East,Technology,128.85,3.8655
2/4/2014,South,Furniture,127.95,21.7515
30-12-2012,West,Office Supplies,68.52,31.5192
30-12-2012,West,Office Supplies,74.94,14.2386
30-12-2012,West,Technology,2548.56,286.713
30-12-2012,West,Office Supplies,271.44,122.148
30-12-2012,West,Technology,287.88,35.985
11/3/2013,West,Office Supplies,14.9,7.152
11/3/2013,West,Technology,4158.912,363.9048
6/4/2011,West,Furniture,91.96,15.6332
