Order Date,Region,Category,Sales,Profit,Month-Year
2/3/2014,West,Office Supplies,139.04,38.9312,2014-02
2/3/2014,West,Office Supplies,46.8,16.38,2014-02
3/7/2014,West,Office Supplies,67.78,16.945,2014-03
8/7/2012,Central,Office Supplies,28.4,13.064,2012-08
8/7/2012,Central,Furniture,212.94,34.0704,2012-08
7/1/2014,Central,Technology,1001.584,125.198,2014-07
7/1/2014,Central,Furniture,569.058,-178.8468,2014-07
7/1/2014,Central,Furniture,14.224,-10.3124,2014-07
7/6/2012,West,Furniture,170.352,-17.0352,2012-07
11/10/2011,Central,Office Supplies,3.9,1.521,2011-11
11/10/2011,Central,Office Supplies,12.84,5.778,2011-11
11/10/2011,Central,Office Supplies,15.84,7.128,2011-11
11/10/2011,Central,Furniture,563.94,112.788,2011-11
11/10/2011,Central,Office Supplies,62.94,11.9586,2011-11
11/10/2011,Central,Office Supplies,535.41,160.623,2011-11
3/8/2012,West,Office Supplies,3.408,0.8946,2012-03
11/6/2013,West,Office Supplies,53.248,19.968,2013-11
10/10/2012,South,Office Supplies,1801.632,-337.806,2012-10
5/6/2014,West,Office Supplies,23.16,11.58,2014-05
5/10/2011,West,Office Supplies,158.13,77.4837,2011-05
5/10/2011,West,Technology,43.6,4.36,2011-05
3/4/2013,Central,Office Supplies,3930.072,-786.0144,2013-03
3/4/2013,Central,Office Supplies,2.304,0.7776,2013-03
3/4/2013,Central,Technology,431.976,32.3982,2013-03
3/4/2013,Central,Technology,41.72,5.7365,2013-03
9/12/2012,East,Office Supplies,9.26,3.0558,2012-09
9/12/2012,East,Office Supplies,105.98,4.2392,2012-09
9/12/2012,East,Office Supplies,1.24,0.5828,2012-09
9/12/2012,East,Office Supplies,20.7,9.936,2012-09
9/12/2012,East,Office Supplies,28.9,14.161,2012-09
9/12/2012,East,Office Supplies,27.18,12.7746,2012-09
1/12/2012,East,Office Supplies,465.18,120.9468,2012-01
5/12/2012,East,Office Supplies,36.63,9.8901,2012-05
9/10/2014,Central,Office Supplies,17.48,8.2156,2014-09
6/11/2014,East,Office Supplies,8.4,4.2,2014-06
9/2/2014,Central,Furniture,498.26,134.5302,2014-09
9/12/2013,West,Office Supplies,332.94,6.6588,2013-09
9/12/2013,West,Office Supplies,39.872,12.9584,2013-09
8/5/2014,Central,Office Supplies,3.318,-5.6406,2014-08
8/3/2013,West,Furniture,136.464,15.3522,2013-08
8/3/2013,West,Technology,333.576,33.3576,2013-08
8/3/2013,West,Office Supplies,12.544,4.704,2013-08
11/4/2014,West,Technology,43.5,10.875,2014-11
3/7/2011,West,Office Supplies,107.648,33.64,2011-03
3/5/2012,East,Furniture,99.372,-7.098,2012-03
3/5/2012,East,Furniture,33.568,-5.4548,2012-03
8/9/2013,Central,Office Supplies,10.56,4.752,2013-08
1/4/2014,West,Office Supplies,38.88,18.6624,2014-01
10/10/2014,West,Office Supplies,35.2,16.544,2014-10
9/7/2011,Central,Technology,196.776,14.7582,2011-09
9/7/2011,Central,Office Supplies,2.92,-4.818,2011-09
9/7/2011,Central,Furniture,200.795,-22.948,2011-09
9/7/2011,Central,Technology,46.688,-2.918,2011-09
9/7/2011,Central,Office Supplies,21.864,3.5529,2011-09
10/1/2014,West,Office Supplies,11.76,5.7624,2014-10
10/1/2014,West,Office Supplies,167.94,82.2906,2014-10
10/1/2014,West,Office Supplies,3.89,1.0114,2014-10
9/12/2014,West,Furniture,32.36,11.6496,2014-09
9/12/2014,West,Office Supplies,406.6,113.848,2014-09
11/7/2012,East,Furniture,715.2,178.8,2012-11
12/7/2011,South,Office Supplies,105.52,48.5392,2011-12
9/8/2014,Central,Technology,13.48,1.8872,2014-09
10/8/2014,Central,Office Supplies,85.52,22.2352,2014-10
9/5/2012,Central,Furniture,6.16,2.9568,2012-09
9/5/2012,Central,Office Supplies,36.84,17.3148,2012-09
5/6/2014,West,Office Supplies,21.24,7.434,2014-05
5/6/2014,West,Office Supplies,9.552,-7.3232,2014-05
5/6/2014,West,Furniture,89.991,-152.9847,2014-05
5/1/2014,West,Office Supplies,163.96,80.3404,2014-05
9/8/2011,Central,Office Supplies,17.904,6.2664,2011-09
9/8/2011,Central,Furniture,966.7,-13.81,2011-09
9/8/2011,Central,Office Supplies,182.112,61.4628,2011-09
3/5/2014,Central,Office Supplies,89.568,32.4684,2014-03
5/1/2014,West,Furniture,64.96,21.4368,2014-05
5/1/2014,West,Office Supplies,30.56,14.9744,2014-05
5/3/2013,South,Furniture,187.056,11.691,2013-05
10/3/2014,South,Furniture,11.808,1.3284,2014-10
10/3/2014,South,Furniture,9.656,1.5691,2014-10
10/3/2014,South,Office Supplies,20.736,7.2576,2014-10
10/3/2014,South,Office Supplies,27.36,-21.888,2014-10
10/3/2014,South,Furniture,2314.116,-1002.7836,2014-10
10/3/2014,South,Office Supplies,34.236,-26.2476,2014-10
10/3/2014,South,Furniture,19.76,5.928,2014-10
12/4/2012,West,Office Supplies,16.9,6.253,2012-12
12/4/2012,West,Furniture,25.08,9.0288,2012-12
1/7/2011,West,Office Supplies,19.44,9.3312,2011-01
3/5/2012,Central,Technology,31.92,2.394,2012-03
9/5/2013,East,Furniture,63.94,24.9366,2013-09
9/5/2013,East,Office Supplies,60.6,20.4525,2013-09
9/5/2013,East,Office Supplies,22.72,6.5888,2013-09
11/9/2012,East,Office Supplies,244.55,4.891,2012-11
11/9/2012,East,Office Supplies,12.24,5.7528,2012-11
11/9/2012,East,Technology,13.98,6.0114,2012-11
11/9/2012,East,Technology,899.95,53.997,2012-11
10/11/2012,East,Technology,31.95,2.2365,2012-10
1/4/2012,Central,Office Supplies,32.34,15.5232,2012-01
1/4/2012,Central,Office Supplies,39.9,19.95,2012-01
12/10/2014,Central,Office Supplies,143.856,48.5514,2014-12
9/7/2013,Central,Office Supplies,41.92,15.196,2013-09
9/7/2013,Central,Technology,329.584,37.0782,2013-09
9/4/2013,South,Office Supplies,87.28,41.0216,2013-09
8/5/2011,West,Technology,16.36,1.636,2011-08
8/5/2011,West,Office Supplies,15.78,0.6312,2011-08
8/5/2011,West,Office Supplies,45.98,12.8744,2011-08
6/10/2014,Central,Office Supplies,720.76,54.057,2014-06
6/11/2014,West,Technology,88.776,7.7679,2014-06
6/11/2014,West,Office Supplies,11.56,5.4332,2014-06
6/11/2014,West,Office Supplies,15.58,3.895,2014-06
9/11/2014,East,Office Supplies,85.056,28.7064,2014-09
4/9/2014,Central,Furniture,273.96,71.2296,2014-04
4/9/2014,Central,Furniture,306.9,79.794,2014-04
12/5/2011,East,Office Supplies,348.488,117.6147,2011-12
12/5/2011,East,Office Supplies,172.736,-30.2288,2011-12
9/6/2013,Central,Office Supplies,25.92,9.072,2013-09
9/6/2013,Central,Office Supplies,15.808,5.3352,2013-09
9/6/2013,Central,Office Supplies,10.368,3.7584,2013-09
11/11/2014,West,Office Supplies,26.352,9.5526,2014-11
4/10/2013,West,Furniture,556.665,6.549,2013-04
12/9/2014,West,Office Supplies,87.92,40.4432,2014-12
12/9/2014,West,Office Supplies,22.424,8.409,2014-12
12/9/2014,West,Office Supplies,90.48,33.93,2014-12
12/9/2014,West,Office Supplies,42.76,11.1176,2014-12
9/12/2013,Central,Technology,224.75,62.93,2013-09
10/6/2011,Central,Office Supplies,15.36,7.68,2011-10
4/1/2013,East,Technology,280.782,-60.8361,2013-04
4/1/2013,East,Technology,31.984,1.1994,2013-04
11/4/2014,South,Office Supplies,26.4,11.88,2014-11
12/4/2013,West,Technology,1649.95,659.98,2013-12
12/4/2013,West,Furniture,111.9,51.474,2013-12
9/3/2013,West,Office Supplies,46.53,12.0978,2013-09
9/5/2011,South,Furniture,31.984,1.999,2011-09
7/5/2011,South,Furniture,19.52,5.368,2011-07
7/5/2011,South,Office Supplies,9.81,-6.867,2011-07
7/5/2011,South,Furniture,213.216,15.9912,2011-07
4/5/2013,East,Office Supplies,588.784,183.995,2013-04
9/10/2014,West,Office Supplies,6.368,2.388,2014-09
9/12/2011,Central,Office Supplies,357.93,7.1586,2011-09
9/12/2011,Central,Technology,57.4,10.906,2011-09
9/12/2011,Central,Office Supplies,331.96,149.382,2011-09
9/12/2011,Central,Furniture,40.56,12.9792,2011-09
9/5/2014,West,Office Supplies,13.344,4.3368,2014-09
9/5/2014,West,Furniture,1478.272,92.392,2014-09
6/10/2013,West,Furniture,122.352,13.7646,2013-06
10/9/2014,West,Technology,103.192,11.6091,2014-10
10/9/2014,West,Technology,36,6.48,2014-10
10/9/2014,West,Technology,239.96,115.1808,2014-10
10/9/2014,West,Office Supplies,40.68,0.4068,2014-10
12/12/2011,South,Office Supplies,23.472,7.6284,2011-12
4/2/2014,South,Technology,23.976,-5.6943,2014-04
4/2/2014,South,Office Supplies,6.264,2.0358,2014-04
4/2/2014,South,Office Supplies,20.808,1.8207,2014-04
4/2/2014,South,Furniture,218.352,-19.1058,2014-04
9/4/2012,East,Office Supplies,7.656,-6.1248,2012-09
11/3/2014,East,Furniture,3.312,0.6624,2014-11
11/3/2014,East,Office Supplies,20.136,1.2585,2014-11
11/3/2014,East,Office Supplies,8.856,2.8782,2014-11
11/3/2014,East,Technology,859.2,-186.16,2014-11
10/9/2013,West,Office Supplies,61.96,27.882,2013-10
4/9/2013,South,Office Supplies,17.92,8.6016,2013-04
10/8/2012,West,Furniture,145.9,62.737,2012-10
12/5/2014,East,Furniture,239.96,-10.284,2014-12
12/5/2014,East,Furniture,54.768,6.846,2014-12
12/5/2014,East,Office Supplies,13.392,3.1806,2014-12
12/5/2014,East,Office Supplies,23.92,8.671,2014-12
12/5/2014,East,Technology,255.968,-28.7964,2014-12
6/6/2013,West,Office Supplies,21.552,7.0044,2013-06
6/6/2013,West,Office Supplies,58.24,15.7248,2013-06
12/11/2013,West,Office Supplies,80.28,36.9288,2013-12
5/1/2014,West,Office Supplies,9.78,4.0098,2014-05
5/8/2012,East,Office Supplies,37.94,18.2112,2012-05
8/7/2014,Central,Office Supplies,115.296,40.3536,2014-08
12/3/2014,Central,Technology,2479.96,743.988,2014-12
6/7/2013,South,Technology,179.94,75.5748,2013-06
6/7/2013,South,Technology,26.85,5.1015,2013-06
6/7/2013,South,Technology,323.37,129.348,2013-06
6/7/2013,South,Office Supplies,59.94,28.1718,2013-06
6/7/2013,South,Office Supplies,64.14,30.7872,2013-06
6/7/2013,South,Office Supplies,11.67,5.6016,2013-06
6/7/2013,South,Office Supplies,12.96,6.2208,2013-06
9/8/2014,West,Furniture,25.16,10.5672,2014-09
9/8/2014,West,Technology,126.56,47.46,2014-09
11/12/2011,Central,Office Supplies,2.672,0.334,2011-11
11/12/2011,Central,Office Supplies,16.656,-3.123,2011-11
11/12/2011,Central,Technology,79.512,20.8719,2011-11
11/12/2011,Central,Office Supplies,36.288,12.7008,2011-11
11/12/2011,Central,Furniture,67.9932,-12.9987,2011-11
10/3/2014,South,Furniture,10.16,3.4544,2014-10
12/6/2012,West,Office Supplies,6.48,3.1104,2012-12
12/6/2012,West,Office Supplies,1325.85,238.653,2012-12
12/6/2012,West,Office Supplies,14.94,6.8724,2012-12
4/1/2014,South,Office Supplies,34.54,17.27,2014-04
4/1/2014,South,Technology,2999.95,1439.976,2014-04
4/1/2014,South,Office Supplies,64.12,30.7776,2014-04
12/5/2011,East,Office Supplies,98.376,35.6613,2011-12
12/5/2011,East,Office Supplies,29.94,-23.952,2011-12
12/5/2011,East,Office Supplies,17.472,5.6784,2011-12
12/5/2011,East,Technology,36.738,-9.1845,2011-12
12/5/2011,East,Technology,179.94,-44.985,2011-12
9/10/2014,West,Office Supplies,6.56,1.9024,2014-09
9/10/2014,West,Furniture,243.92,-15.245,2014-09
9/10/2014,West,Office Supplies,47.52,22.8096,2014-09
10/5/2014,East,Furniture,19.98,8.5914,2014-10
5/10/2013,East,Office Supplies,8,3.44,2013-05
12/1/2014,East,Office Supplies,83.56,1.6712,2014-12
12/1/2014,East,Technology,546.06,163.818,2014-12
12/1/2014,East,Office Supplies,269.49,5.3898,2014-12
12/9/2013,West,Office Supplies,34.05,9.534,2013-12
12/9/2013,West,Office Supplies,352.38,81.0474,2013-12
10/3/2011,East,Office Supplies,55.984,4.1988,2011-10
10/3/2011,East,Office Supplies,14.48,4.887,2011-10
10/3/2011,East,Technology,142.488,-3.5622,2011-10
12/3/2012,East,Office Supplies,590.352,206.6232,2012-12
12/6/2012,West,Office Supplies,7.78,2.0228,2012-12
9/1/2014,South,Technology,659.9,217.767,2014-09
10/5/2012,East,Technology,53.04,-4.641,2012-10
2/2/2013,East,Office Supplies,117.96,5.898,2013-02
7/1/2014,South,Furniture,19.52,5.368,2014-07
2/12/2011,South,Technology,234.45,103.158,2011-02
2/12/2011,South,Furniture,1256.22,75.3732,2011-02
2/12/2011,South,Office Supplies,17.46,8.2062,2011-02
12/5/2012,Central,Office Supplies,152.8,76.4,2012-12
9/4/2014,West,Office Supplies,82.56,28.896,2014-09
9/4/2014,West,Technology,284.97,85.491,2014-09
4/3/2014,East,Office Supplies,11.12,2.8912,2014-04
4/2/2013,South,Furniture,7.04,3.0976,2013-04
1/4/2012,South,Furniture,192.22,69.1992,2012-01
11/3/2014,West,Office Supplies,19.44,9.3312,2014-11
10/7/2014,East,Office Supplies,40.99,20.0851,2014-10
11/4/2011,West,Office Supplies,2.94,0.7938,2011-11
6/12/2013,West,Office Supplies,14.62,6.8714,2013-06
6/12/2013,West,Office Supplies,53.984,17.5448,2013-06
6/12/2013,West,Technology,389.97,132.5898,2013-06
6/9/2012,West,Furniture,355.36,92.3936,2012-06
6/9/2012,West,Technology,140.376,8.7735,2012-06
4/2/2011,South,Office Supplies,15.84,7.128,2011-04
4/2/2011,South,Technology,1049.93,293.9804,2011-04
4/2/2011,South,Office Supplies,154.9,40.274,2011-04
11/5/2012,West,Office Supplies,98.352,35.6526,2012-11
12/10/2012,East,Office Supplies,27.36,9.3024,2012-12
12/10/2012,East,Office Supplies,44.75,20.585,2012-12
12/10/2012,East,Technology,134.99,36.4473,2012-12
12/10/2012,East,Office Supplies,26.4,12.672,2012-12
12/10/2012,East,Furniture,542.94,141.1644,2012-12
5/6/2013,West,Furniture,71.088,-1.7772,2013-05
11/6/2013,Central,Office Supplies,11.84,4.44,2013-11
11/4/2014,West,Office Supplies,35.88,17.5812,2014-11
11/3/2011,East,Office Supplies,11.64,3.3756,2011-11
5/8/2012,East,Furniture,79.44,30.1872,2012-05
5/8/2012,East,Office Supplies,357.93,7.1586,2012-05
5/8/2012,East,Furniture,127.764,21.294,2012-05
5/8/2012,East,Technology,2799.944,1014.9797,2012-05
5/8/2012,East,Office Supplies,19.44,9.3312,2012-05
8/1/2014,Central,Technology,36.792,4.1391,2014-08
3/1/2011,East,Technology,5.94,1.6038,2011-03
10/9/2012,Central,Technology,619.95,111.591,2012-10
10/9/2012,Central,Technology,29.16,8.4564,2012-10
10/9/2012,Central,Office Supplies,57.96,27.2412,2012-10
10/9/2012,Central,Office Supplies,29.403,5.2272,2012-10
5/4/2012,Central,Technology,946.344,118.293,2012-05
12/9/2014,Central,Technology,178.11,32.0598,2014-12
12/9/2014,Central,Office Supplies,1089.75,305.13,2014-12
12/9/2014,Central,Office Supplies,61.06,28.0876,2014-12
12/9/2014,Central,Furniture,459.92,41.3928,2014-12
12/9/2014,Central,Office Supplies,27.52,12.6592,2014-12
1/1/2014,West,Office Supplies,38.376,13.4316,2014-01
12/9/2013,South,Technology,249.584,31.198,2013-12
12/9/2013,South,Technology,68.112,17.8794,2013-12
12/9/2013,South,Technology,16.56,-2.484,2013-12
2/3/2013,South,Furniture,866.4,225.264,2013-02
8/11/2012,South,Furniture,46.152,12.1149,2012-08
11/3/2012,East,Furniture,1448.82,209.274,2012-11
9/10/2012,West,Office Supplies,353.88,17.694,2012-09
11/8/2011,West,Technology,333.576,25.0182,2011-11
10/9/2013,Central,Office Supplies,60.144,20.2986,2013-10
9/9/2014,Central,Technology,85.2,20.235,2014-09
9/1/2013,Central,Office Supplies,23.968,2.3968,2013-09
12/5/2013,East,Office Supplies,15.528,5.823,2013-12
12/5/2013,West,Office Supplies,104.85,50.328,2013-12
11/11/2011,West,Office Supplies,30.48,7.9248,2011-11
11/11/2011,West,Furniture,112.648,11.2648,2011-11
4/2/2012,West,Technology,71.976,24.2919,2012-04
12/12/2012,West,Office Supplies,2.21,0.5967,2012-12
12/12/2012,West,Office Supplies,15.52,7.4496,2012-12
12/12/2012,West,Office Supplies,36.44,16.398,2012-12
10/3/2014,West,Furniture,217.764,-384.7164,2014-10
10/3/2014,West,Office Supplies,39.072,4.3956,2014-10
10/3/2014,West,Office Supplies,22.638,-16.6012,2014-10
10/3/2014,West,Office Supplies,95.144,10.7037,2014-10
4/11/2014,South,Furniture,12.32,1.848,2014-04
4/11/2014,South,Office Supplies,4.419,-3.0933,2014-04
7/11/2011,Central,Technology,575.968,43.1976,2011-07
7/11/2011,Central,Office Supplies,10.368,3.6288,2011-07
9/5/2013,South,Office Supplies,12.192,4.1148,2013-09
9/5/2013,South,Office Supplies,87.168,8.7168,2013-09
9/5/2013,South,Office Supplies,31.744,8.3328,2013-09
2/6/2013,South,Furniture,132.224,-18.1808,2013-02
7/2/2012,East,Office Supplies,19.44,9.3312,2012-07
5/2/2011,East,Office Supplies,26.136,1.9602,2011-05
9/4/2014,East,Office Supplies,419.4,201.312,2014-09
9/4/2014,East,Furniture,90.801,14.1246,2014-09
9/4/2014,East,Furniture,181.764,-8.0784,2014-09
9/4/2014,East,Office Supplies,5.56,2.224,2014-09
12/4/2013,Central,Furniture,581.96,104.7528,2013-12
12/4/2013,Central,Furniture,29.98,8.0946,2013-12
6/9/2012,South,Office Supplies,64.2,-42.8,2012-06
6/9/2012,South,Office Supplies,38.52,-26.964,2012-06
6/9/2012,South,Technology,72.6,-8.1675,2012-06
11/10/2012,Central,Office Supplies,715.64,178.91,2012-11
11/10/2012,Central,Office Supplies,795.51,143.1918,2012-11
11/10/2012,Central,Technology,549.99,274.995,2012-11
11/10/2012,Central,Office Supplies,74.76,34.3896,2012-11
11/10/2012,Central,Furniture,29.22,12.8568,2012-11
9/10/2011,South,Office Supplies,9.64,4.7236,2011-09
8/5/2012,Central,Office Supplies,33.488,-1.2558,2012-08
8/5/2012,Central,Office Supplies,23.04,-4.896,2012-08
8/5/2012,Central,Office Supplies,1.362,-2.1792,2012-08
8/5/2012,Central,Furniture,14.76,-11.439,2012-08
9/4/2014,West,Furniture,239.666,14.098,2014-09
11/1/2012,South,Furniture,301.96,45.294,2012-11
5/2/2013,South,Office Supplies,109.92,53.8608,2013-05
5/2/2013,South,Office Supplies,19.44,9.3312,2013-05
5/2/2013,South,Office Supplies,11.16,4.3524,2013-05
8/5/2011,East,Office Supplies,79.47,22.2516,2011-08
8/5/2011,East,Office Supplies,4.56,2.0064,2011-08
8/5/2011,East,Furniture,1133.35,294.671,2011-08
1/4/2013,East,Office Supplies,4.672,0.584,2013-01
1/4/2013,East,Office Supplies,104.58,-80.178,2013-01
11/8/2013,West,Furniture,1603.136,100.196,2013-11
6/5/2014,South,Office Supplies,108.08,54.04,2014-06
6/5/2014,South,Office Supplies,9.54,4.3884,2014-06
4/7/2012,East,Office Supplies,11.736,1.0269,2012-04
9/6/2013,East,Office Supplies,192.16,92.2368,2013-09
10/9/2014,East,Office Supplies,42.76,11.1176,2014-10
5/7/2012,South,Office Supplies,45.68,21.0128,2012-05
9/11/2014,South,Office Supplies,2.78,1.3622,2014-09
9/10/2014,West,Office Supplies,99.87,23.9688,2014-09
11/1/2011,West,Office Supplies,44.4,22.2,2011-11
11/1/2011,West,Office Supplies,21.4,9.63,2011-11
4/4/2013,Central,Furniture,71.12,22.0472,2013-04
4/4/2013,Central,Technology,259.96,124.7808,2013-04
11/7/2014,West,Office Supplies,59.94,28.1718,2014-11
11/7/2014,West,Office Supplies,45.36,22.2264,2014-11
11/7/2014,West,Office Supplies,26.4,12.672,2014-11
11/7/2014,West,Office Supplies,41.4,19.872,2014-11
11/7/2014,West,Technology,16.95,1.017,2014-11
12/3/2013,West,Office Supplies,24.704,9.264,2013-12
12/3/2013,West,Office Supplies,59.7,26.865,2013-12
12/3/2013,West,Furniture,14.52,5.6628,2013-12
12/3/2013,West,Office Supplies,104.184,33.8598,2013-12
6/4/2014,West,Technology,1099.5,362.835,2014-06
4/8/2011,South,Furniture,1215.92,316.1392,2011-04
10/11/2011,South,Office Supplies,7.31,3.4357,2011-10
10/11/2011,South,Furniture,8.92,3.9248,2011-10
7/8/2014,East,Furniture,87.21,-45.3492,2014-07
7/8/2014,East,Office Supplies,15.552,5.4432,2014-07
7/8/2014,East,Technology,683.988,-113.998,2014-07
7/8/2014,East,Office Supplies,13.392,1.0044,2014-07
7/8/2014,East,Technology,16.776,4.8231,2014-07
7/8/2014,East,Technology,527.92,85.787,2014-07
7/5/2013,West,Furniture,25.4,8.636,2013-07
7/5/2013,West,Technology,177.48,19.9665,2013-07
7/5/2013,West,Technology,71.976,8.997,2013-07
8/7/2013,West,Technology,211.168,18.4772,2013-08
3/6/2014,South,Office Supplies,42.68,19.6328,2014-03
3/6/2014,South,Technology,299.97,125.9874,2014-03
3/6/2014,South,Office Supplies,262.24,78.672,2014-03
3/6/2014,South,Office Supplies,234.36,112.4928,2014-03
11/11/2011,East,Furniture,23.968,7.7896,2011-11
11/11/2011,East,Furniture,521.96,-250.5408,2011-11
2/10/2014,West,Furniture,21.12,6.5472,2014-02
11/11/2011,West,Technology,575.928,57.5928,2011-11
11/11/2011,West,Office Supplies,7.78,2.0228,2011-11
11/11/2011,West,Office Supplies,123.92,55.764,2011-11
2/7/2014,East,Furniture,240.784,30.098,2014-02
10/9/2013,South,Office Supplies,387.72,-67.851,2013-10
9/7/2011,Central,Furniture,429.9,111.774,2011-09
9/7/2011,Central,Office Supplies,32.06,15.3888,2011-09
9/7/2011,Central,Furniture,161.96,45.3488,2011-09
9/7/2011,Central,Office Supplies,19.86,5.7594,2011-09
12/12/2013,East,Office Supplies,64.96,-4.06,2013-12
12/12/2013,East,Office Supplies,13.52,1.69,2013-12
12/12/2013,East,Furniture,458.43,-137.529,2013-12
12/12/2013,East,Office Supplies,387.136,24.196,2013-12
12/12/2013,East,Furniture,328.59,-147.8655,2013-12
12/10/2011,West,Furniture,338.352,4.2294,2011-12
12/10/2011,West,Office Supplies,25.92,12.4416,2011-12
12/10/2011,West,Office Supplies,91.36,42.0256,2011-12
9/8/2014,West,Furniture,19.76,8.2992,2014-09
11/2/2012,East,Furniture,109.764,8.5372,2012-11
12/12/2014,East,Technology,128.85,3.8655,2014-12
4/2/2014,South,Furniture,127.95,21.7515,2014-04
3/11/2013,West,Office Supplies,14.9,7.152,2013-03
3/11/2013,West,Technology,4158.912,363.9048,2013-03
4/6/2011,West,Furniture,91.96,15.6332,2011-04
4/6/2011,West,Furniture,33.11,12.9129,2011-04
4/6/2011,West,Office Supplies,19.44,9.3312,2011-04
4/6/2011,West,Office Supplies,55.48,26.6304,2011-04
10/5/2011,East,Office Supplies,91.92,11.49,2011-10
7/7/2014,South,Furniture,239.24,23.924,2014-07
9/5/2013,South,Furniture,42.6,16.614,2013-09
9/5/2013,South,Office Supplies,113.94,54.6912,2013-09
9/5/2013,South,Office Supplies,129.92,5.1968,2013-09
9/5/2013,South,Office Supplies,5.28,2.5344,2013-09
2/4/2013,West,Furniture,14.368,3.9512,2013-02
9/3/2012,West,Furniture,238.152,89.307,2012-09
6/10/2013,Central,Furniture,692.94,173.235,2013-06
11/7/2012,South,Office Supplies,16.146,-12.9168,2012-11
11/7/2012,South,Office Supplies,1345.485,-1031.5385,2012-11
3/2/2011,East,Office Supplies,11.36,5.3392,2011-03
3/2/2011,East,Office Supplies,36.4,17.472,2011-03
4/10/2012,East,Office Supplies,142.04,38.3508,2012-04
4/10/2012,East,Office Supplies,14.67,6.0147,2012-04
4/5/2012,East,Office Supplies,23.904,7.7688,2012-04
9/2/2013,East,Technology,468.9,206.316,2013-09
9/2/2013,East,Technology,72.48,30.4416,2013-09
9/2/2013,East,Office Supplies,10.95,3.285,2013-09
9/2/2013,East,Furniture,191.82,61.3824,2013-09
8/6/2014,Central,Office Supplies,151.056,7.5528,2014-08
9/12/2013,Central,Office Supplies,6,2.1,2013-09
9/12/2013,Central,Office Supplies,1.908,-3.2436,2013-09
12/5/2014,Central,Office Supplies,61.568,4.6176,2014-12
6/4/2014,West,Technology,44.75,8.5025,2014-06
6/4/2014,West,Office Supplies,11.96,5.382,2014-06
6/4/2014,West,Office Supplies,3.912,1.2714,2014-06
4/1/2013,East,Furniture,327.996,54.666,2013-04
11/5/2013,West,Office Supplies,192.8,55.912,2013-11
11/1/2013,South,Office Supplies,32.064,11.2224,2013-11
7/10/2014,East,Office Supplies,274.8,134.652,2014-07
7/10/2014,East,Office Supplies,195.64,3.9128,2014-07
7/10/2014,East,Technology,257.98,74.8142,2014-07
7/10/2014,East,Office Supplies,119.04,48.8064,2014-07
4/9/2013,South,Furniture,354.9,88.725,2013-04
7/4/2014,West,Office Supplies,87.92,0.8792,2014-07
8/4/2013,Central,Office Supplies,81.54,38.3238,2013-08
8/4/2013,Central,Technology,167.28,23.4192,2013-08
12/4/2013,West,Office Supplies,772.68,108.1752,2013-12
8/2/2011,Central,Office Supplies,26.7,12.549,2011-08
8/2/2011,Central,Technology,21.2,9.116,2011-08
8/2/2011,Central,Office Supplies,838.38,226.3626,2011-08
12/12/2013,West,Furniture,403.92,25.245,2013-12
8/7/2012,East,Office Supplies,106.8,10.68,2012-08
4/5/2014,Central,Technology,383.84,47.98,2014-04
12/2/2014,East,Furniture,7.712,1.7352,2014-12
10/11/2011,West,Office Supplies,7.64,3.7436,2011-10
10/5/2012,West,Furniture,66.294,-103.8606,2012-10
10/5/2012,West,Furniture,291.168,-14.5584,2012-10
11/2/2011,Central,Technology,88.776,7.7679,2011-11
7/12/2014,Central,Office Supplies,30.32,11.8248,2014-07
9/12/2014,West,Furniture,177.568,8.8784,2014-09
9/12/2014,West,Office Supplies,19.44,9.3312,2014-09
9/12/2014,West,Office Supplies,71.28,34.2144,2014-09
9/12/2014,West,Office Supplies,1471.96,459.9875,2014-09
9/12/2014,West,Technology,79.96,-17.991,2014-09
12/12/2012,West,Furniture,166.5,21.645,2012-12
12/12/2012,West,Office Supplies,360.38,93.6988,2012-12
12/2/2011,Central,Office Supplies,2.394,-6.3441,2011-12
4/7/2011,South,Office Supplies,58.32,27.9936,2011-04
4/7/2011,South,Technology,200.97,50.2425,2011-04
9/8/2012,South,Furniture,21.36,8.1168,2012-09
9/10/2014,Central,Office Supplies,9.856,3.4496,2014-09
9/6/2012,South,Office Supplies,3.444,-2.5256,2012-09
11/3/2014,East,Office Supplies,384.592,-81.7258,2014-11
5/12/2012,West,Office Supplies,14.592,4.9248,2012-05
5/6/2014,South,Office Supplies,34.5,15.525,2014-05
10/7/2013,Central,Office Supplies,28.85,14.425,2013-10
11/3/2011,South,Office Supplies,3.488,1.1772,2011-11
11/3/2011,South,Office Supplies,143.856,48.5514,2011-11
10/1/2012,East,Technology,311.98,93.594,2012-10
10/1/2012,East,Office Supplies,22.45,10.327,2012-10
12/3/2014,West,Technology,39.992,-7.9984,2014-12
12/3/2014,West,Furniture,1159.056,43.4646,2014-12
12/3/2014,West,Office Supplies,179.9,44.975,2014-12
12/12/2014,Central,Technology,116.312,23.2624,2014-12
7/8/2011,West,Furniture,502.488,-87.9354,2011-07
7/8/2011,West,Office Supplies,196.704,68.8464,2011-07
12/3/2014,South,Furniture,701.96,168.4704,2014-12
12/1/2014,West,Furniture,25.83,9.5571,2014-12
6/6/2011,Central,Office Supplies,24.588,-38.1114,2011-06
6/6/2011,Central,Office Supplies,13.984,4.7196,2011-06
5/6/2014,East,Office Supplies,6.68,3.2064,2014-05
